Kind,Name,CountClassCoupled,CountClassCoupledModified
TypeVariable,"org.apache.commons.collections4.ListUtils.lazyList.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.longestCommonSubsequence.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.longestCommonSubsequence.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.partition.T",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.predicatedList.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.removeAll.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.retainAll.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.select.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.selectRejected.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.subtract.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.sum.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.synchronizedList.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.transformedList.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.union.E",0,0
TypeVariable,"org.apache.commons.collections4.ListUtils.unmodifiableList.E",0,0
Public Class,"org.apache.commons.collections4.ListUtilsTest",18,18
Anonymous Class,"org.apache.commons.collections4.ListUtilsTest.testLazyFactoryList.(Anon_1)",2,2
Anonymous Class,"org.apache.commons.collections4.ListUtilsTest.testLazyTransformerList.(Anon_2)",3,3
Public Generic Interface,"org.apache.commons.collections4.ListValuedMap",2,2
TypeVariable,"org.apache.commons.collections4.ListValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.ListValuedMap.V",0,0
Public Generic Interface,"org.apache.commons.collections4.MapIterator",1,1
TypeVariable,"org.apache.commons.collections4.MapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.MapIterator.V",0,0
Public Class,"org.apache.commons.collections4.MapPerformance",5,5
Private Static Generic Class,"org.apache.commons.collections4.MapPerformance.DummyMap",3,3
TypeVariable,"org.apache.commons.collections4.MapPerformance.DummyMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapPerformance.DummyMap.V",0,0
Public Class,"org.apache.commons.collections4.MapUtils",56,56
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultFunction.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultFunction.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultFunction.R",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultFunction.R",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.applyDefaultValue.R",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.emptyIfNull.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.emptyIfNull.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.fixedSizeMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.fixedSizeMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.fixedSizeSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.fixedSizeSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBoolean.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBoolean.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBoolean.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBooleanValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBooleanValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getBooleanValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByte.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByte.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByte.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByteValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByteValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getByteValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDouble.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDouble.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDouble.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDoubleValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDoubleValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getDoubleValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloat.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloat.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloat.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloatValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloatValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getFloatValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getIntValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getIntValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getIntValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getInteger.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getInteger.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getInteger.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLong.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLong.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLong.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLongValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLongValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getLongValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getNumber.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getNumber.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getNumber.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getObject.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getObject.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getObject.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getObject.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShort.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShort.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShort.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShortValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShortValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getShortValue.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getString.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getString.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.getString.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.invertMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.invertMap.V",0,0
Anonymous Class,"org.apache.commons.collections4.MapUtils.iterableMap.(Anon_1)",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.iterableMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.iterableMap.V",0,0
Anonymous Class,"org.apache.commons.collections4.MapUtils.iterableSortedMap.(Anon_2)",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.iterableSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.iterableSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazyMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazyMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazyMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazyMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazySortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazySortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazySortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.lazySortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.C",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.C",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.multiValueMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.orderedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.orderedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.E",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.E",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.populateMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.predicatedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.predicatedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.predicatedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.predicatedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.putAll.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.putAll.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.safeAddToMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.synchronizedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.synchronizedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.synchronizedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.synchronizedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.toProperties.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.toProperties.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.transformedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.transformedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.transformedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.transformedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.unmodifiableMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.unmodifiableMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.unmodifiableSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MapUtils.unmodifiableSortedMap.V",0,0
Public Class,"org.apache.commons.collections4.MapUtilsTest",42,42
Static Class,"org.apache.commons.collections4.MapUtilsTest.X",2,2
Anonymous Class,"org.apache.commons.collections4.MapUtilsTest.testConvertResourceBundle.(Anon_1)",3,3
Public Abstract Class,"org.apache.commons.collections4.MockTestCase",8,8
TypeVariable,"org.apache.commons.collections4.MockTestCase.createMock.T",0,0
TypeVariable,"org.apache.commons.collections4.MockTestCase.expect.T",0,0
TypeVariable,"org.apache.commons.collections4.MockTestCase.registerMock.T",0,0
Public Generic Interface,"org.apache.commons.collections4.MultiMap",2,2
TypeVariable,"org.apache.commons.collections4.MultiMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMap.V",0,0
Public Class,"org.apache.commons.collections4.MultiMapUtils",16,16
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.emptyIfNull.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.emptyIfNull.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.emptyMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.emptyMultiValuedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getCollection.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getCollection.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsBag.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsBag.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsList.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsList.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsSet.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.getValuesAsSet.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.newListValuedHashMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.newListValuedHashMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.newSetValuedHashMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.newSetValuedHashMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.transformedMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.transformedMultiValuedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.unmodifiableMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiMapUtils.unmodifiableMultiValuedMap.V",0,0
Public Class,"org.apache.commons.collections4.MultiMapUtilsTest",12,12
Public Generic Interface,"org.apache.commons.collections4.MultiSet",3,3
TypeVariable,"org.apache.commons.collections4.MultiSet.E",0,0
Generic Interface,"org.apache.commons.collections4.MultiSet.Entry",1,1
TypeVariable,"org.apache.commons.collections4.MultiSet.Entry.E",0,0
Public Class,"org.apache.commons.collections4.MultiSetUtils",7,7
TypeVariable,"org.apache.commons.collections4.MultiSetUtils.emptyMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.MultiSetUtils.predicatedMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.MultiSetUtils.synchronizedMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.MultiSetUtils.unmodifiableMultiSet.E",0,0
Public Class,"org.apache.commons.collections4.MultiSetUtilsTest",8,8
Public Generic Interface,"org.apache.commons.collections4.MultiValuedMap",6,6
TypeVariable,"org.apache.commons.collections4.MultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.MultiValuedMap.V",0,0
Public Generic Interface,"org.apache.commons.collections4.OrderedBidiMap",1,1
TypeVariable,"org.apache.commons.collections4.OrderedBidiMap.K",0,0
TypeVariable,"org.apache.commons.collections4.OrderedBidiMap.V",0,0
Public Generic Interface,"org.apache.commons.collections4.OrderedIterator",0,0
TypeVariable,"org.apache.commons.collections4.OrderedIterator.E",0,0
Public Generic Interface,"org.apache.commons.collections4.OrderedMap",2,2
TypeVariable,"org.apache.commons.collections4.OrderedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.OrderedMap.V",0,0
Public Generic Interface,"org.apache.commons.collections4.OrderedMapIterator",1,1
TypeVariable,"org.apache.commons.collections4.OrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.OrderedMapIterator.V",0,0
Public Generic Interface,"org.apache.commons.collections4.Predicate",0,0
TypeVariable,"org.apache.commons.collections4.Predicate.T",0,0
Public Class,"org.apache.commons.collections4.PredicateUtils",29,29
TypeVariable,"org.apache.commons.collections4.PredicateUtils.allPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.allPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.andPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.anyPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.anyPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.asPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.eitherPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.PredicateUtils.equalPredicate.T",0,0
